age,Company name,Company Twitter,"Nb. of 
Employees",What do they do (Verbatim - 10 words max.)   ,Link to website,HQ City,HQ Country,CEO name,CEO Twitter,CEO's Twitter,Link to jobpage,
,Clevertech,twitter.com/clevertech,51-200,We create beautiful apps for start-ups and entreprise,Clevertech,"Woodmere, NY",USA,Kuty Shalev,kuty,twitter.com/kuty,http://hire.clevertech.biz/,
Old,100Starlings,twitter.com/100Starlings,1-10,"Cooperative, doing custom web/mobile dev   ",http://www.100starlings.com/,London,UK,Riccardo Cambiassi,bru,twitter.com/bru,https://angel.co/100starlings,
Old,10up,twitter.com/10up,51-200,Finely crafted websites & tools for content creators,https://10up.com,,USA,John Eckman,,,,
New,21Zephyr,twitter.com/T21zephyr,1-10,We are about Blockchains.,https://www.21zephyr.com/,"Chicago, IL",USA,Michael Gucci,,,,
Old,2600Hz,twitter.com/2600hertz,11-50,All-in-one telecom solution in the cloud       ,http://www.2600hz.com/,"San Francisco, CA",USA,Darren Schreiber,,,https://www.2600hz.com/careers,
Old,33 Sticks,twitter.com/33sticks,1-10,Analytics insights & optimization services.  ,http://33sticks.com/,"American Fork, Utah",USA,Jason Thompson,usujason,twitter.com/usujason,http://33sticks.com/join-us/,
Old,3DprinterOS,twitter.com/3DPrinterOS,11-50,3D Printer Integration and Qualification    ,https://www.3dprinteros.com/,"San Francisco, CA ",USA,John Ulgar Dogru,JDogru,http://twitter.com/JDogru,https://angel.co/3dprinteros/jobs,
Old,3nder,twitter.com/feeldCo,1-10,Celebrating openminded humans.  ,https://feeld.co/,London,UK,Dimo Trifonov,denull,twitter.com/denull,https://feeld.co/jobs,
Old,3SMobile,twitter.com/3S_Mobile,1-10,Full-stack design and dev focused on mobile,http://www.3smobile.com/,Zurich,Switzerland,Eric Seuret,EricSeuret,twitter.com/EricSeuret,,
Old,4 Ventos,twitter.com/4ventosnet,1-10,Web development and press relations,https://www.4ventos.net/,Porto,Portugal,Filipe Miguel Tavares,,,,
Old,45royale,twitter.com/45royale,1-10,"We’re 45royale, an experienced web design studio in Atlanta, GA.  ",http://45royale.com/,"Atlanta, GA",USA,Adam Little,adam_little,twitter.com/adam_little,https://careers.councilofnonprofits.org/company/45royale/,
Old,4D Pipeline,twitter.com/4Dpipeline,1-10,Making Ideas and Products Successful. Agile Software Design and Development,https://www.4dpipeline.com/,"San Jose, CA",USA,Tyler Worden,,,,
Old,51Blocks,twitter.com/51blocks,1-10,Digital Marketing Company.,https://www.51blocks.com,"Dever, CO",USA,Michael Borgelt,,twitter.com/borgie,,
Old,Acceleration Partners ,twitter.com/accelerationpar,11-50,Customer Acquisition Programs that deliver real profits.  ,http://www.accelerationpartners.com/,"Needham, MA",USA,Robert Glazer,robert_glazer,twitter.com/robert_glazer,http://www.accelerationpartners.com/join-our-team,
Old,Accella,twitter.com/AccellaLLC,11-50,a digital interactive agency ,http://www.accella.net/contact,"Severna Park, MD",USA,Jason King,,,http://www.accella.net/contact,
Old,Accounto Technology,twitter.com/accounto_tech,11-50,German-speaking agency,https://www.accounto.io/warum-accounto/,Basel,Switzerland,Alain Veuve,,twitter.com/alainveuve,https://www.accounto.io,
New,ACEA Bioscience,twitter.com/aceabiosciences,11-50,Provide innovative high performance technologies that advance scientific discovery ,https://www.aceabio.com,"San Diego, CA",USA,Xiao Xu,,,,
Old,Action Verb,N/A,11-50,Platforms for Organizations ,http://actionverb.com/,"Las Vegas, NV",USA,Kevin Bombino,,,actionverb.com,
Old,Actionable.co,twitter.com/actionableco,11-50,Learning & development platform company changing how we learn at work,http://www.actionable.co,N/A,Australia/Canada,Chris Taylor,,twitter.com/actionablechris,https://actionable.co/careers,
Old,ActiveCampaign,https://twitter.com/ActiveCampaign,11-50,Go beyond email marketing with true marketing automation,https://www.activecampaign.com,"Chicago, IL",USA,Jason VandeBoom,,twitter.com/jvandeboom,,
Old,ActiveProspect,twitter.com/activeprospect,11-50,A marketing automation middleware platform,https://activeprospect.com,"Austin, TX",USA,Steve Rafferty,,,https://activeprospect.com/,
Old,Actyx,twitter.com/actyx,1-10,Rethinking manufacturing,https://www.actyx.io/de/,"München, Bavaria",Germany,Oliver Stollmann,oliverstollmann,twitter.com/oliverstollmann,https://www.actyx.io/en/join-us/,
Old,AddStructure,twitter.com/addstructure,1-10,Natural Language Processing for big retail,https://www.addstructure.com/,"Chicago, IL",USA,Jarrod Wolf,,,https://angel.co/addstructure,
Old,AdEspresso,twitter.com/AdEspresso,1-10,Optimize your Facebook Ads Easily,https://adespresso.com/,"San Francisco, CA",USA,Massimo Chieruzzi,MassimoCw,twitter.com/MassimoCw,https://adespresso.com/jobs/,
New,AdQuick,twitter.com/adquick,11-50,Make buying and measuring outdoor ads easy,https://www.adquick.com/,"Santa Monica, CA",USA,Fahim Ferdous,,twitter.com/fahim,,
New,Advantage Integrated Solutions,N/A,1-10,"Use leading cloud tools, to deliver agile solutions that help clients improve performance",https://www.advantagequickbase.com,"Denver, CO",USA,Scott Wyatt,,,,
New,Advocate,twitter.com/Advocategg,1-10,Pushing the boundaries of gaming livestream sponsorships & marketing,http://adv.gg,"Los Angeles, CA",USA,,,,,
Old,AgentFire,twitter.com/AgentFireSites,1-10,Hyper local real estate websites powered by Wordpress.,https://agentfire.com/,"New York, NY",USA,Nelson Cuesta,,,,
Old,AgileBits  ,twitter.com/1Password,11-50,Put Passwords In Their Place,https://agilebits.com/,Canada,Canada,Jeff Shiner,jeffreyshiner,twitter.com/jeffreyshiner,https://angel.co/agilebits/jobs,
Old,Aha! ,twitter.com/aha_io,11-50,Aha! is roadmapping software for PMs who want their mojo back,http://www.aha.io/,"Menlo Park, CA",USA,Brian de Haaff,bdehaaff,twitter.com/bdehaaff,http://www.aha.io/company/careers,
New,AI Incube,twitter.com/parknav,1-10,Solve parking problems,https://parknav.com/,"Chicago, IL",USA,Eyal Amir,,twitter.com/optimistfwd,,
Old,AirTreks,twitter.com/airtreks,11-50,Multi-stop international flight planner with a distributed team.,https://www.airtreks.com/about/,,USA,Riel Manriquez,,https://twitter.com/rielman,https://www.airtreks.com/support/,
Old,Alaris Prime,twitter.com/alarisprime,1-10,"Web, Mobile Designs, Frontend Engineering",https://alarisprime.com/,Bangalore,India,,,,https://angel.co/alarisprime/jobs,
Old,Alegion,twitter.com/alegion,1-10,Crowdsourcing platform ,https://alegion.com,"Austin, TX",USA,Joel Simpson,JoelRSimpson,twitter.com/JoelRSimpson,,
Old,Alley interactive,twitter.com/alleyco,11-50,Crafting custom digital experiences ,https://alley.co,"New York, NY",USA,Austin Smith,,twitter.com/netaustin,,
Old,AltSchool,twitter.com/altschool,51-200,AltSchool is a venture-backed educational startup headquartered in San Francisco,https://www.altschool.com/,"San Francisco, CA",USA,Max Ventilla,ventilla,twitter.com/ventilla,https://www.altschool.com/jobs,
Old,Amazee,twitter.com/amazeeio,51-200,Drupal hosting Platform as a Service ,https://www.amazee.io/,Zurich,Switzerland,Stephanie Lüpold,,,,
Old,AmaZix,twitter.com/AmaZixOfficial,1-10,Community Management for Crypto Projects,https://www.amazix.com/,,Denmark,Jonas Sevel Karlberg,,,http://www.amazix.com/,
New,Amazowl,https://twitter.com/amazowl,1-10,Global Amazon Expertise.,https://www.amazowl.com/,Dublin,Ireland,Mark Greene,,,,
Old,Ameego,twitter.com/myameego,1-10,Restaurant scheduling software.,http://myameego.com/,"Winnipeg, Manitoba ",Canada,Jason Wagenaar,,,http://info.myameego.com/about-ameego,
New,Angie Hospitality,twitter.com/AngieHospitali1,1-10,"Building the world’s first cloud-powered, interactive guest room assistant, created just for hotels.",https://angie.ai/,"San Jose, CA",USA,Ted Helvey,,N/A,,
Old,Animalz,N/A,11-50,"Content marketing solutions to SaaS, tech and crypto companies",https://www.animalz.co,"New York, NY",USA,Walter Chen,,https://twitter.com/smalter,,
,Andela,twitter.com/Andela,51-200,Distributed engineering teams with Africa’s most talented software developers,https://andela.com/,Nairobi,Kenya,Jeremy Johnson,,,,
Old,Antavo,twitter.com/antavopromotion,11-50,Antavo is a complete Software-as-a-Service solution to launch point-based loyalty programs,https://antavo.com/,London,UK,Attila Kecsmar,AttilaKecsmar,twitter.com/AttilaKecsmar,https://antavo.com/job/,
Old,Apartment Therapy,twitter.com/AptTherapy,51-200,"Saving the world, one room at a time.",https://www.apartmenttherapymedia.com,"New York, NY",USA,Maxwell Ryan,,,,
New,Apitalks,N/A,1-10,Get your data out of the building,https://www.apitalks.com/,Praha,Czech Republic,Bohuslav Dohnal,,,,
Old,AppendTo,twitter.com/appendTo,11-50,We are a leader in modern web development specializing in custom solutions ,http://appendto.com/,IL,USA,John Kellar,johnkellar,twitter.com/johnkellar,http://appendto.com/careers/,
New,Applied Brain Research,twitter.com/abr_inc,11-50,Surprisingly good at AI and robotics,https://appliedbrainresearch.com/,Waterloo,Canada,Dr. Chris Eliasmith,,,,
New,Appnovation,twitter.com/Appnovation/,201-500,Global Digital Solutions and Managed Services provider ,https://www.appnovation.com,"Vancouver, BC",Canada,Arnold Leung,,,,
New,Apptio,twitter.com/Apptio,51-200,The business management system of record for hybrid IT,https://www.apptio.com/,"Bellevue, WA",USA,Sunny Gupta,,https://twitter.com/sguptaapptio,,
Old,Aptible,twitter.com/aptible,11-50,Deploy your app. Design your security management program. Meet requirements.,aptible.com,"San Francisco, CA",USA,Chas Ballew,,twitter.com/chasballew,,
Old,Araize,twitter.com/FastFundOnline,1-10,"Non-profit accounting, fundraising & payroll",http://www.araize.com/,"Chapel Hill, NC",USA,Joseph Scarano,,,,
Old,ArangoDB,twitter.com/arangodb,11-50,ArangoDB is the leading native multi-model NoSQL database,arangodb.com/,"San Francisco, CA",USA,Claudius Weinberger,,twitter.com/weinberger ,,
New,Argent,twitter.com/argenthq,1-10,Safest and simplest way to access the next era of the internet — the decentralised web.,https://www.argent.xyz/,London,UK,Itamar Lesuisse,,https://twitter.com/itamarl,,
Old,Arkency,twitter.com/arkency,1-10,Our speciality is working with legacy software,http://arkency.com/,Poland,Poland,Andrzej Krzywda,andrzejkrzywda,twitter.com/andrzejkrzywda,,
Old,Art & Logic,twitter.com/artandlogic,51-200,We don’t just build software - We build it better.,http://artandlogic.com/,"Pasadena, CA",USA,Paul Hershenson,phershenson,twitter.com/phershenson,http://artandlogic.com/careers/,
New,ART19,twitter.com/art19co,11-50,a Podcasting company,http://www.art19.com/,"San Francisco, CA",USA,SEAN CARR,,,,
Old,Articulate,twitter.com/Articulate,51-200,"It’s the world’s favorite e-learning authoring tool, better than ever.",https://www.articulate.com/,"New York, NY ",USA,Adam Schwartz,GetAdam,twitter.com/GetAdam,https://www.articulate.com/company/careers.php,
Old,"Artisanal Code, Inc.",twitter.com/artisanalcode,1-10,Custom software development,http://artisanalcode.com/,"New York, NY",USA,,,,,
Old,AsmallOrange,twitter.com/asmallorange,51-200,Homegrown Hosting - quality web hosting backed by top notch support.,https://asmallorange.com/,"Austin, TX",USA,,,,https://asmallorange.com/why/careers/,
Old,Assemble,twitter.com/assemblejs,1-10,Marketing toolkit for Movies,http://assemble.me/,,,,,,http://assemble.me/careers,
Old,Assembled Brands,twitter.com/assembledbrands,51-200,Fashion and home goods brands and retail,https://assembledbrands.com/,"New York, NY",USA,Adam Pritzker,adampritzker,twitter.com/adampritzker,www.indeed.com/q-Assembled-Brands-jobs.htm,
New,Astro HQ,twitter.com/astropadapp,1-10,We build hardware and software tools that unlock creativity and productivity.,http://astropad.com,"San Francisco, CA",USA,Matt Ronge,,https://twitter.com/mronge,,
Old,Attentiv,twitter.com/getattentiv,1-10,Attentiv is the ultimate decision-making and team collaboration platform. ,http://attentiv.com/,Washington,USA,Daniel Russell,dnlRussell,twitter.com/dnlRussell,http://attentiv.com/jobs/,
New,Attractions.io,twitter.com/attractions_io,1-10,Mobile apps for attractions,https://attractions.io/,Staffordshire,UK,Mark Locker,,,,
New,Aula,twitter.com/aula_education,11-50,University’s digital campus: a communication platform.,https://aula.education/,Oxford,UK,Anders Krohn,,https://twitter.com/anders_krohn,,
Old,Aurity,twitter.com/aurityteam,1-10,Specializing in React and React Native.,https://www.aurity.co/join-us,London,UK,Peter Kowalczyk,,https://twitter.com/peter_kow?lang=en,https://www.aurity.co/,
Old,Auth0,twitter.com/auth0,51-200,Identity made simple for developers,https://auth0.com/,WA,USA,Jon Gelsey,jgelsey,twitter.com/jgelsey,https://auth0.com/jobs,
Old,Authority Partners,twitter.com/APIknowsIT,201-500,"Technology for the Enterprise, Outsourcing, ",https://www.authoritypartners.com/,"Irvine, CA",USA,Amina Karić,,,,
,Automattic,twitter.com/automattic,501-1000,"We are a distributed company, democratizing publishing and development.",https://automattic.com/work-with-us/,N/A,USA,Matt Mullenweg,,,,
Old,Avaaz,twitter.com/Avaaz,51-200,Largest global progressive movement,https://www.avaaz.org/page/en/,"New York, NY",USA,Ricken Patel‎,Ricken_Patel,twitter.com/Ricken_Patel,https://secure.avaaz.org/en/hiring/?rc=fb,
New,Avocado,twitter.com/avocadomattress,11-50,"A progressive, online retailer of natural mattresses and bedding products.",https://www.avocadogreenmattress.com/,"New York, NY",USA,Alexandra Duncan,,,,
Old,Award Force,twitter.com/awardforce,11-50,"Award management software for organisers of awards, grants, scholarships",https://www.awardforce.com/,Sydney,Australia,Richard de Nys,,https://twitter.com/dexm,,
Old,Axelerant,twitter.com/axelerant,51-200,We’re an incubator for innovative products and services created to make the world a happier place. ,https://axelerant.com,India,India,Ankur Gupta,_agupta_,twitter.com/_agupta_,https://axelerant.com/careers/,
Old,Azumio,twitter.com/azumioinc,11-50,Azumio™ is a leader in health and fitness apps on mobile devices,http://www.azumio.com/,"Palo Alto, CA",USA,Bojan Bernard Bostjancic,ventiotto,twitter.com/ventiotto,http://www.azumio.com/s/contact/index.html#careers,
Old,BacklotCars,twitter.com/backlotcars,11-50,A networking marketplace for auto dealers - Never pay auction fees again.,https://backlotcars.com/,"San Francisco, CA",USA,Justin Davis,,,,
Old,Balsamiq,twitter.com/balsamiq,11-50,Balsamiq Mockups is a rapid wireframing tool ,https://balsamiq.com/,internet,,Peldi Guilizzoni,peldi,twitter.com/peldi,https://balsamiq.com/company/jobs/,
Old,Band Industries,twitter.com/bandindustries,1-10,Automatic Guitar Tuner,http://www.bandindustries.com,"Port Townsend, WA",USA,Hassane Slaibi,hachisans,twitter.com/hachisans,,
New,Barefoot Coders,twitter.com/Barefoot_Coders,1-10,Consulting company,https://barefootcoders.com/,"New York, NY",USA,Jason Berlinsky,,twitter.com/jasonberlinsky,,
Old,Baremetrics,twitter.com/Baremetrics,1-10,Subscription Analytics & Insights for Stripe,https://baremetrics.com/,"Birmingham, AL",USA,Josh Pigford,Shpigford,twitter.com/Shpigford,https://baremetrics.com/jobs,
Old,Barrel,twitter.com/barrelny,1-10,Experience design and intelligent marketing for growing brands.,https://www.barrelny.com/about,"New York, NY",USA,Peter Kang,,,https://www.barrelny.com,
New,Barrel Roll,twitter.com/gobarrelroll,1-10,We maintain WordPress.,https://gobarrelroll.com,"Norfolk, VA",USA,,,,,
Old,Basecamp,twitter.com/basecamp,11-50,"Basecamp is everyone's favorite project management app, the tool of the trade",https://basecamp.com/,"Chicago, IL",USA,Jason Fried,jasonfried,twitter.com/jasonfried,https://basecamp.com/jobs,
Old,Batchbook ,twitter.com/batchbook,11-50,Batchbook is a simple tool to help small businesses build meaningful relationships,http://batchbook.com/,"Providence, RI ",USA,Pamela O'Hara,pamohara,twitter.com/pamohara,http://batchbook.com/Jobs/,
New,Be My Guest,N/A,1-10,"Grow your audience, generate qualified leads",https://www.bemyguest.fm/,"Columbus, OH",USA,Erik Jacobson,,https://twitter.com/erikbison,,
New,Bearer,twitter.com/BearerSH,1-10,Crafting the ultimate technology to build plug'n play & reusable API Integration,https://www.bearer.sh/,Paris,France,Guillaume Montard,,https://twitter.com/g_montard,,
Old,BeBanjo,twitter.com/bebanjo,11-50,We help you manage your on-demand world,http://www.bebanjo.com/,Spain ,Spain,François Chabat,,,http://www.bebanjo.com/careers,
New,BeerMenus,twitter.com/beermenus,1-10,We exist to help grow the craft beer market.,https://www.beermenus.com/,"New York, NY",USA,Eric Stephens,,,,
Old,BetterDoctor,twitter.com/BetterDoctor,11-50,"Search over 1,000,000 doctors rated by education and experience",https://betterdoctor.com/,"San Francisco, CA",USA,Ari Tulla,umbar,twitter.com/umbar,https://betterdoctor.com/careers,
,Bevy Labs,twitter.com/bevylabs,11-50,Builds community in real life,https://www.bevylabs.com,"Palo Alto, CA",USA,Derek Andersen,,twitter.com/DerekjAndersen,,
Old,Beutler Ink,twitter.com/BeutlerInk,11-50,Design / Stategy / Wiki Relations,http://www.beutlerink.com/,Washington,USA,Jenny Karn (CoFounder),jennykarn,twitter.com/jennykarn,,
New,BidWrangler,twitter.com/BidWrangler,1-10,Auction technology platform,https://www.bidwrangler.com/,"HARRISONBURG, VA",USA,Tim Peters,,,,
Old,Big Universe,twitter.com/biguniverse,1-10,e-learning,https://www.biguniverse.com/,"Reston, VA",USA,Anil Hemrajani,anilhemrajani,twitter.com/anilhemrajani,https://www.biguniverse.com/careers,
Old,Big Wheel Brigade,twitter.com/bwbspeaks,1-10,Big Wheel Brigade is a web application development shop,http://www.bigwheelbrigade.com/,"Omaha, Nebraska",USA,Rahul Gupta,hul,twitter.com/hul,https://www.remotebase.io/company/big-wheel-brigade/jobs,
New,Bisnow Media,twitter.com/bisnow,51-200,"Inform, connect and advance the commercial real estate community to do more business.",https://www.bisnow.com,"New York, NY",USA,Ryan Begelman,,twitter.com/RyanBegelman,,
Old,Bithive,twitter.com/tweetbithive,1-10,Build startups and projects,https://bithive.io,Hong Kong,Hong Kong,Diegos Rojas,diegoluisr,twitter.com/diegoluisr,https://angel.co/bihive-io/jobs,
Old,Bitnami,twitter.com/Bitnami,51-200,Packaged Applications for Any Platform,https://bitnami.com/,"San Francisco, CA",USA,Daniel Lopez,,,https://bitnami.com/careers,
Old,Bitovi,twitter.com/bitovi,11-50,Bitovi simplifies JavaScript development and UX design.,https://www.bitovi.com/,,USA,Justin Meyer,justinbmeyer,twitter.com/justinbmeyer,https://www.bitovi.com/jobs,
Old,Black Pixel,twitter.com/blackpixel,51-200,"Making great software in Seattle, Washington and around the world.",https://blackpixel.com,"Seattle, WA",USA,Daniel Pasco,dlpasco,twitter.com/dlpasco,https://blackpixel.com/careers/,
New,Blanket,twitter.com/blanketai,1-10,Your Automated SDR,http://blanket.ai/,"Miami, FL",USA,Alex Nucci,,,,
Old,BloodHub,twitter.com/bloodhub,1-10,Supply chain automation for Blood Suppliers and Hospitals.,http://www.bloodhub.com/founders/,"Phoenix, AZ",USA,Andrew Pandelakis,,,http://www.bloodhub.com/,
Old,Blossom,twitter.com/blossom,1-10,A lightweight project management tool,http://www.blossom.co/,"San Francisco, CA",USA,Manrique Brenes,,,https://angel.co/blossom,
New,Blue Ox Family Games,N/A,1-10, An independent studio that creates original family-oriented mobile apps,http://www.blueoxfamilygames.com/,MI,USA,Christopher York,,,,
Old,Blue Zinc IT ,N/A,11-50,"Specialising in improving, connecting and automating the musculoskeletal.",https://www.blue-zinc.com,Belfast,UK,"Northern Ireland, UK",,,,
New,BlueLabs,N/A,1-10,Building a next generation Sports Betting Platform,https://www.bluelabs.eu/,Valetta,Malta,Moritz Honig,,https://twitter.com/moritzhonig,,
Old,Bluespark Labs,twitter.com/bluesparklabs,11-50,"We help you imagine, design, and build amazing digital experiences",https://www.bluespark.com/,"Raleigh, NC ",USA,Michael Tucker,michaelrtucker,twitter.com/michaelrtucker,https://www.bluespark.com/join-bluespark-team,
New,Boatyard,twitter.com/BoatyardUSA,1-10,Connecting the World of Boating,www.boatyard.com,"Miami, FL",USA,,,,,
New,Bold Penguin,twitter.com/bold_penguin,11-50,Commercial insurance exchange,https://www.boldpenguin.com/,"Columbus, OH",USA,Ilya Bodner,,,,
Old,Bonfire,twitter.com/bonfire,11-50,Helps people design and sell custom shirts,https://www.bonfire.com/about/,"Richmond, VA",USA,,,,https://careers.bonfire.com,
Old,BookingSync,twitter.com/bookingsync,11-50,BookingSync is a property management system for vacation rentals.,https://www.bookingsync.com/,Alps,France,Sebastien Grosjean,,,bookingsync.com ,
New,Bookwhen,twitter.com/bookwhen,1-10,"Flexible online booking system for Classes, Courses, Workshops and Events.",https://bookwhen.com/,Oxford,UK,Jo Potts,,,,
Old,BrainCheck,twitter.com/BrainCheck,1-10,BrainCheck empowers you to track your own brain health,https://braincheck.com/our-team/,"Houston, TX",USA,Yael Katz,,https://twitter.com/yaeljkatz,https://braincheck.com/join-us/,
Old,BrandBastion,twitter.com/BrandBastion,11-50,BrandBastion is the #1 choice for ad spenders on social media.,https://www.brandbastion.com/join-us,"San Francisco, CA",USA,Jenny Wolfram,,https://twitter.com/JennyWolfram,https://www.brandbastion.com/,
Old,Brave-software,twitter.com/brave,11-50,"fix the web by giving users a safer, faster and better browsing experience",https://brave.com/jobs/,"San Francisco, CA",USA,Brendan Eich,,https://twitter.com/BrendanEich,brave.com,
Old,BriteCore,twitter.com/britecore,11-50,Modern Insurance technology,https://www.britecore.com/company/,"SPRINGFIELD, MO",USA,Phil Reynolds,,,https://www.britecore.com/team/,
New,Brivity,twitter.com/Brivity,51-200,The only system that guarantees success in real estate,https://www.brivity.com/,"Bellingham, WA",USA,Ben Kinney,,,,
Old,Buffer,twitter.com/buffer,51-200,A better way to share on social media - Social media management for marketers and agencies,buffer.com,"San Francisco, CA",USA,Joel Gascoigne,joelgascoigne,twitter.com/joelgascoigne,https://buffer.com/journey,
Old,Bugcrowd,twitter.com/Bugcrowd,11-50,"We bring thousands of good hackers to the fight,",https://bugcrowd.com/,"San Francisco, CA",USA,Casey Ellis,caseyjohnellis,twitter.com/caseyjohnellis,https://bugcrowd.com/careers,
Old,Bugfender,twitter.com/bugfenderapp,1-10,remote logger for multiple platforms,https://bugfender.com/about-bugfender/,Barcelona,Spain,Aleix Ventayol,,https://twitter.com/aleixventayol,https://bugfender.com/about-bugfender/,
Old,BuySellAds,twitter.com/buysellads,11-50,"12,000+ advertisers reaching audiences in context at scale",http://buysellads.com/,"Boston, MA",USA,Todd Garland,toddo,twitter.com/toddo,,
Old,Cadasta,twitter.com/CadastaOrg,1-10,Secure platform for mapping global land & resource rights,http://cadasta.org/about-us/our-team/staff/,"Washington, DC",USA,Frank Pichel,,,http://cadasta.org/about-us/our-team/product-owner/,
Old,CafeMedia,twitter.com/cafemedia_,11-50,Fueling Today's creative economy,http://www.cafemedia.com/team.php,"New York, NY",USA,Michael Sanchez,,,http://www.cafemedia.com/career.php,
Old,Camplight,twitter.com/campenlightment,11-50,digital cooperative that creates experiences,https://camplight.net/,,,,,,,
Old,Canonical,twitter.com/Canonical,501-1000,It is our mission to make open source software available to people everywhere. ,http://www.canonical.com/,London,UK,Jane Silber,silbs,twitter.com/silbs,http://www.canonical.com/careers,
Old,Carbon Black,twitter.com/CarbonBlack_Inc,51-200,Stop the Most Attacks,https://www.carbonblack.com/,"Waltham, MA",USA,Patrick Morley,,,https://www.carbonblack.com/,
Old,Cargobase,twitter.com/Cargobase,11-50,Online Platform for Ad Hoc Freight,https://www.cargobase.com/,Singapore,Singapore,Wiebe Helder,whelder,twitter.com/whelder,https://cargobase1.recruitee.com/#/,
Old,CarriersEdge,twitter.com/CarriersEdge,11-50,Reimagine driver training,https://www.carriersedge.com/company,"Markham, ON",Canada,Jane Jazrawy,,https://twitter.com/janejazrawy?lang=en,https://www.carriersedge.com/,
Old,Cartstack,twitter.com/cartstack,1-10,CartStack is an abandon cart re-marketing service,http://www.cartstack.com/,"St. Paul, MN",USA,Brett Thoreson,brettthoreson,twitter.com/brettthoreson,https://cartstack.workable.com,
Old,Casumo,twitter.com/CasumoCasino,51-200,Recognized and award winning online gaming product.,https://www.casumo.com/,Tal-Ibragg,Malta,Oscar Simonsson,OscarSimonsson,twitter.com/OscarSimonsson,www.casumocareers.com/,
Old,Catalyze ,twitter.com/catalyzeio,11-50,"Cloud computing for healthcare. Compliant platform, mobile backend, and HL7 integrations.",https://catalyze.io/,"Madison, WI",USA,Travis Good,travisjgood,twitter.com/travisjgood,https://catalyze.io/jobs,
Old,Cesanta,twitter.com/CesantaHQ,11-50,Developing Internet of Things platform,https://www.cesanta.com/,Dublin,Ireland,Anatoly Lebedev,anatolyl,twitter.com/anatolyl,https://angel.co/cesanta/jobs,
Old,ChartMogul ,twitter.com/ChartMogul,11-50,We’re democratizing analytics!,https://jobs.chartmogul.com/,Berlin,Germany,Nick Franklin,,https://twitter.com/Nick_Franklin,https://chartmogul.com,
Old,Chaser,twitter.com/chaser_hq,1-10,We're on a mission to transform credit control,https://chaserhq.com/jobs,London,UK,David Tuck,,,chaser.io,
Old,Chef ,twitter.com/chef,51-200,"Innovation, speed, collaboration and safety - Chef bakes them all into one DevOps platform.",https://www.chef.io,"Seattle, WA",USA,Barry Crist ,barry_crist,twitter.com/barry_crist,https://www.chef.io/careers/,
Old,Chess.com,twitter.com/chesscom,51-200,Online chess,https://www.chess.com,,,Erik Allebest,,,https://www.chess.com/jobs,
New,Chili Piper,twitter.com/chilipiper,11-50,Building the Future of B2B Commerce,https://www.chilipiper.com/,"New York, NY",USA,Nicolas Vandenberghe,,https://twitter.com/NicolasVDB,,
New,Chromatic,twitter.com/ChromaticHQ,1-10,Designers and developers of big websites for recognized brands.,https://chromatichq.com/,"Chicago, IL",USA,Dave Look,,https://twitter.com/lookatyeti,,
New,Chronos Capital,N/A,1-10,Equity Management Software With a Human Touch,http://chroncap.com,"New York, NY",USA,Sanjay Gandhi,,,,
Old,Ciao Bambino! ,twitter.com/CiaoBambino,11-50,Global family travel planning resource. ,http://ciaobambino.com/,"Oakland, CA",USA,Amie O'Shaughnessy,,,,
Old,CircleCI,twitter.com/circleci,11-50,"Ship better code, faster",https://circleci.com/,"San Francisco, CA",USA,Paul Biggar,paulbiggar,twitter.com/paulbiggar,https://circleci.com/jobs,
Old,Citrusbyte,twitter.com/citrusbyte,51-200,"We define, design & build products",http://citrusbyte.com,"Los Angeles, CA",USA,Will Jessup,wjessup,twitter.com/wjessup,http://careers.citrusbyte.com/,
Old,Civic Actions,twitter.com/civicactions,11-50,Passionate civic technologists committed to a better world.,https://civicactions.com/,"Berkeley, CA",USA,Henry Poole,HenryPoole,twitter.com/HenryPoole,https://civicactions.com/careers,
New,Cladwell,N/A,1-10,Make the fashion industry better for humans.,https://cladwell.com/,"Cincinnati, OH",USA,BLAKE SMITH,,,,
Old,Clerky,twitter.com/clerkyinc,1-10,We build software to make legal paperwork easier for startups and attorneys.,https://www.clerky.com/,"Burlingame, CA",USA,Darby Wong,,https://twitter.com/darbyw,https://www.clerky.com,
Old,Clevertech,twitter.com/clevertech,51-200,We create beautiful apps for start-ups and entreprise,http://www.clevertech.biz/,"Woodmere, NY",USA,Kuty Shalev,kuty,twitter.com/kuty,http://hire.clevertech.biz/,
New,ClickFlow,N/A,1-10,SaaS product that handles SEO A/B testing for businesses,https://www.clickflow.com/,"Los Angeles, CA",USA,Eric Siu,,https://twitter.com/ericosiu,,
New,Clio,twitter.com/goclio,201-500,Legal practice management software,https://www.clio.com/,"Vancouver, BA",Canada,Jack Newton,,,,
Old,Close.io,twitter.com/closeio,11-50,Inside sales communication platform of the future.,https://close.io,"Palo Alto, CA",USA,Steli Efti,,https://twitter.com/steli,https://jobs.lever.co/close.io/,
Old,Cloudpeeps,twitter.com/cloudpeeps,1-10,CloudPeeps is a freelance marketplace and community platform,https://www.cloudpeeps.com/,"San Francisco, CA",USA,Kate Kendall,KateKendall,twitter.com/KateKendall,https://www.cloudpeeps.com/jobs,
Old,Cloudstitch,twitter.com/cloudstitch,1-10,Spreadsheet powered web stack.,https://www.cloudstitch.com/,"San Francisco, CA",USA,Jake Lau,,,https://angel.co/cloudstitch/jobs,
